study_hours,attendance,test_score
4.370861069626263,51.10797573031718,37.90758270647538
9.556428757689245,72.51405684270148,72.65336475532752
7.587945476302646,92.37675015258449,73.7580329830394
6.387926357773329,83.93349318457368,67.34985659677702
2.4041677639819286,88.39366887168698,51.946229499750686
2.403950683025824,79.52700200264304,39.81465946278462
1.5227525095137953,81.53659387107115,47.69184294079504
8.795585311974417,90.95173909391916,79.00300419222691
6.41003510568888,54.98008053155115,53.93537126932268
7.372653200164409,69.36549781858844,60.87340673251831
1.185260448662222,53.27256650917613,15.114127545616855
9.72918866945795,99.26008047979883,92.77020252101453
8.491983767203795,96.64356038119679,84.80156247395985
2.9110519961044856,42.365608682110356,30.094865667775505
2.636424704863906,82.33451035094131,46.450881250820416
2.650640588680904,95.51489904493995,54.03885864990101
3.7381801866358395,50.83452070764001,31.21197993180249
5.72280788469014,74.07671383315777,55.59946156998234
4.887505167779041,94.92929785528251,66.38056837911735
3.6210622617823773,42.03675871514793,28.648567679124813
6.506676052501415,81.84521603481039,66.73925633726438
,57.840940442353045,27.63069088316608
3.629301836816963,95.46377172259182,58.66416778528917
4.297256589643226,98.26349470992207,60.61347342069754
5.104629857953324,96.65598934680604,56.109885948961484
8.066583652537123,68.45285299944783,73.5377562347506
2.7970640394252375,91.72255905935882,47.00138593687947
5.628109945722504,90.67296391210422,60.35847310838231
6.331731119758382,59.146028394595334,56.31991294278476
,89.73492844904064,48.72742669915973
6.467903667112945,42.220458082929554,44.148592473844566
2.5347171131856236,75.77619270892319,43.29246189873725
1.5854643368675156,53.80053023726218,31.591616280895316
9.539969835279999,47.23401314663673,70.0589824713704
9.690688297671034,44.61719209775255,67.1825261038423
8.275576133048151,81.77732655268838,72.2536720908995
3.741523922560336,60.39249782608397,38.72666763999167
1.8790490260574548,83.48600629172569,43.22036706220943
7.158097238609412,43.92138044793654,47.99834331229364
4.961372443656412,58.91742026983662,33.76707790874367
2.0983441136030097,72.36947754252023,41.62231060581148
5.456592191001432,87.44338989033781,66.77999111657327
1.3094966900369656,59.12515017592419,18.382881342845312
9.18388361870904,77.55348258622055,71.89215760448373
3.3290198344001523,93.15866489417124,57.00433643469525
6.962700559185838,76.95179129093827,75.881696660863
3.8053996848046987,53.97756848521803,40.72199435648775
5.680612190600297,41.46404689339228,41.34866500421273
5.920392514089517,92.2059324340558,65.56985333854571
2.6636900997297435,41.27616465102323,36.70329845479894
9.726261649881026,92.48210036105196,82.39432749820324
7.976195410250031,71.73622804163273,64.57950823465198
9.455490474077703,96.34406191077377,83.40135952378786
9.053446153848839,87.92699414641993,75.6713853865186
6.381099809299767,99.87604663200025,72.46926927927292
9.296868115208051,61.04270892710261,79.0248164392291
1.7964325184672756,86.0312973358676,45.01007789226357
2.763845761772307,64.11585481655453,38.20380322485192
1.4070456001948426,68.79253721823453,33.09318654369031
3.927972976869379,77.6503277931022,42.88404195810449
4.498095607205338,92.42062685118032,63.87427766223461
3.442141285965063,99.04500815195772,56.439523705544396
8.458637582367365,86.0964048318711,75.82935027663214
4.210779940242304,65.06600693004003,63.04584031245184
3.5284105871864266,65.2814201366242,45.24838553241025
5.884264748424236,84.25493809533349,59.36434372977865
2.2683180247728636,54.32662874609814,30.940453641275862
8.219772826786357,46.62844678788368,65.49247139506903
1.6709557931179373,61.27732945844659,33.432062801657146
9.881982429404655,57.2343394992449,65.1122580551344
7.9502029236699165,57.778487227359406,67.45855418216937
,54.0164650629946,32.208071266540635
1.0496990541124216,42.525591378181716,31.62522070292252
8.339152856093508,41.07243608400483,63.524979042642705
7.361716094628554,99.26334338416189,74.27730834851377
,,70.47695958018069
7.941433120173512,63.0595988295809,65.27028268533694
1.6664018656068134,80.77883696158419,44.907412488278844
4.226191556898454,53.09523327190385,44.79271517972618
2.0428215357261674,96.99767103701352,44.78139281848188
8.767930832880342,87.18070086493313,75.49418534878765
6.609683141448022,45.36466013873557,56.344083850640146
3.9780822236738427,65.0548465470957,44.238473076674794
1.5720251525742128,92.74709845372988,42.94072282815303
3.79884089544096,,52.89216011545189
3.9266498982407234,68.04409067499219,48.9688810891678
7.566455605042576,76.80468335264246,78.86677596248559
6.738017242196918,50.02203676552451,48.36123634592303
8.98491468318694,99.4701175682186,84.83371772658593
5.249934326457543,53.90030208300661,54.87089524256751
2.0763482134447155,96.56390644810753,48.60909669023802
7.419203085006955,78.97879893954212,70.94939398210029
7.847065437552077,76.46420769273155,64.5090426241186
6.051494778125466,70.76131066099052,60.70353364106178
7.938704619591049,53.84018870306552,60.293877254158716
5.444160367279517,50.591681920330494,52.38612458292909
5.704595464437946,53.22917254421052,55.7515765976977
4.847869165226946,51.18629572865527,57.66168232768991
1.2287721406968566,86.7750684140052,43.752053935154244
1.97102284293974,,35.887102017611056
1.2828626711806081,43.47056059380378,24.774459101311233
6.727693701374023,98.14615780844868,71.13110016619613
3.82920382968694,93.02715309780554,58.04929960486537
5.577136220482325,95.66513699171279,64.67472884840159
9.168098265334837,99.69446935878611,86.5605839515367
3.2436300623398746,50.433714953169236,42.97962397100686
4.693446307320667,63.77452113415953,43.94432716386894
7.799960246887438,85.49430854224548,78.89691745698062
3.059183489424602,81.76123708322754,54.585987617113354
1.6928191884591368,49.233754380391304,27.567255059496812
3.6077630762239123,88.94998749943707,43.00953588585142
2.4509915852860398,53.46643431019964,30.60242171503789
9.367278871083158,53.42905688935738,74.69298984396428
8.273083416079754,72.21846537360481,70.13846291834628
6.700633808593811,75.57639609050219,58.73721631769538
8.84314531168946,74.80517247026867,71.61392094041368
8.23304869209203,45.489210243865294,63.56402769052903
